Version,Set,Item1,Item2,Item3,Item4,Item5
167,5,40,16,13,26,7
167,6,19,30,28,33,24
167,7,10,36,1,25,2
167,8,35,6,27,34,32
167,9,11,26,21,23,9
167,10,3,14,8,39,25
167,11,13,29,12,37,5
167,12,30,28,22,20,31
167,13,6,1,9,19,18
167,14,15,32,33,38,40
167,15,36,17,23,8,34
167,16,2,4,24,7,35
167,17,21,12,6,27,16
167,18,1,34,5,22,33
168,1,32,19,40,12,4
168,2,17,35,28,21,3
168,3,5,25,29,16,24
168,4,2,23,26,6,15
168,5,4,20,34,39,18
168,6,38,7,27,14,19
168,7,11,1,36,13,32
168,8,30,9,33,8,12
168,9,31,6,3,5,40
168,10,18,25,37,35,15
168,11,10,17,19,11,20
168,12,16,4,30,1,14
168,13,7,28,8,13,26
168,14,22,12,38,29,36
168,15,33,24,35,23,27
168,16,34,40,2,14,9
168,17,25,26,21,11,30
168,18,10,37,31,22,39
169,1,13,18,22,40,35
169,2,12,15,24,2,1
169,3,37,33,7,30,3
169,4,20,25,9,32,26
169,5,23,29,39,28,6
169,6,5,21,10,13,19
169,7,35,36,27,18,31
169,8,12,38,34,3,16
169,9,40,20,14,24,29
169,10,9,11,15,7,5
169,11,28,16,17,33,2
169,12,38,39,35,30,8
169,13,27,40,25,4,23
169,14,26,19,31,37,34
169,15,36,10,20,6,33
169,16,8,22,32,3,1
169,17,24,39,18,9,21
169,18,13,14,11,4,17
170,1,8,32,6,31,24
170,2,25,39,13,19,20
170,3,30,34,5,40,23
170,4,16,9,37,38,17
170,5,3,15,10,27,28
170,6,39,6,4,33,22
170,7,2,31,40,12,11
170,8,26,29,18,17,7
170,9,1,21,36,8,28
170,10,35,10,16,32,14
170,11,20,27,19,15,30
170,12,24,38,13,6,1
170,13,34,22,11,7,25
170,14,26,14,33,18,5
170,15,23,3,17,36,12
170,16,37,4,21,35,29
170,17,31,13,26,34,10
170,18,39,30,9,36,2
171,1,21,3,30,32,10
171,2,11,28,7,9,40
171,3,33,31,23,14,13
171,4,29,2,38,19,3
171,5,34,24,36,5,27
171,6,15,16,22,18,20
171,7,1,17,25,31,6
171,8,32,7,28,29,12
171,9,4,8,11,10,37
171,10,21,2,39,26,33
171,11,5,19,35,28,25
171,12,4,20,1,38,30
171,13,13,23,22,16,24
171,14,6,26,12,37,15
171,15,27,14,17,39,7
171,16,9,35,8,38,34
171,17,36,18,30,5,11
171,18,3,1,15,40,19
172,1,7,5,15,13,38
172,2,28,27,12,10,9
172,3,17,37,24,20,34
172,4,39,11,29,23,32
172,5,22,30,14,25,21
172,6,18,3,2,6,4
172,7,19,8,40,26,16
172,8,36,33,35,7,31
172,9,14,11,37,1,28
172,10,23,9,20,3,5
172,11,19,12,24,30,17
172,12,22,2,32,27,26
172,13,29,31,25,33,8
172,14,38,36,21,37,40
172,15,16,34,4,15,39
172,16,10,35,29,1,6
172,17,18,7,19,21,23
172,18,30,13,32,2,34
173,1,28,32,4,24,25
173,2,37,27,31,30,13
173,3,8,38,2,23,11
173,4,26,29,14,36,3
173,5,40,10,34,33,18
173,6,5,22,1,12,17
173,7,9,4,39,19,35
173,8,6,21,16,27,20
173,9,14,15,24,8,7
173,10,2,28,37,23,30
173,11,33,12,18,25,38
173,12,29,17,13,34,4
173,13,1,21,27,39,40
173,14,19,6,7,22,36
173,15,35,26,20,11,16
173,16,15,31,9,28,32
173,17,39,37,3,5,10
173,18,34,14,6,11,19
174,1,7,1,30,4,26
174,2,32,5,23,14,6
174,3,9,22,33,29,19
174,4,40,13,11,12,35
174,5,20,25,10,7,2
174,6,17,18,32,15,37
174,7,24,38,26,39,28
174,8,8,16,5,4,31
174,9,1,33,34,21,3
174,10,36,40,28,6,20
174,11,27,9,18,17,8
174,12,16,19,3,25,37
174,13,15,23,10,35,22
174,14,12,21,31,20,14
174,15,11,30,38,27,29
174,16,25,8,36,13,39
174,17,7,18,28,16,34
174,18,31,24,35,2,3
175,1,21,13,33,10,7
175,2,17,35,26,32,8
175,3,14,27,19,38,28
175,4,12,7,39,30,4
175,5,23,36,16,1,17
175,6,3,20,29,15,13
175,7,31,40,25,22,38
175,8,2,17,21,24,5
175,9,37,4,27,11,33
175,10,6,34,8,20,32
175,11,40,3,7,29,22
175,12,5,39,15,28,36
175,13,38,10,9,26,25
175,14,11,19,22,2,18
175,15,34,33,37,35,30
175,16,4,36,23,21,31
175,17,13,16,12,9,6
175,18,24,1,14,18,10
176,1,38,24,6,33,4
176,2,35,26,3,36,21
176,3,14,2,9,40,16
176,4,20,28,17,22,30
176,5,18,31,1,12,27
176,6,32,25,15,5,11
176,7,7,37,13,24,8
176,8,29,23,39,19,26
176,9,22,10,38,34,14
176,10,18,32,4,13,36
176,11,27,5,35,16,7
176,12,1,29,20,37,9
176,13,28,6,25,3,23
176,14,33,15,2,8,12
176,15,30,18,40,20,39
176,16,10,11,19,31,24
176,17,25,16,34,17,21
176,18,30,23,14,9,15
177,1,6,26,5,18,37
177,2,35,15,16,38,1
177,3,13,3,31,17,9
177,4,27,32,40,39,24
177,5,4,5,26,12,19
177,6,37,14,36,25,29
177,7,23,1,7,2,34
177,8,22,6,10,30,26
177,9,28,21,18,8,29
177,10,39,35,17,14,32
177,11,20,38,5,31,2
177,12,25,40,4,15,27
177,13,10,33,23,28,12
177,14,3,11,8,7,6
177,15,32,24,21,19,18
177,16,2,13,22,16,37
177,17,34,30,29,27,31
177,18,36,9,11,33,20
178,1,31,7,9,26,15
178,2,40,20,13,23,35
178,3,12,22,32,21,11
178,4,24,36,30,25,16
178,5,19,8,33,1,5
178,6,17,28,2,4,10
178,7,18,39,3,37,38
178,8,27,20,6,14,26
178,9,21,34,24,9,15
178,10,16,29,32,10,40
178,11,8,38,30,5,23
178,12,33,4,14,3,22
178,13,11,28,1,34,39
178,14,17,12,35,6,29
178,15,15,27,19,36,2
178,16,9,25,18,23,4
178,17,26,37,28,32,31
178,18,38,7,12,1,13
179,1,26,17,13,19,30
179,2,12,23,20,37,24
179,3,10,27,8,36,14
179,4,28,2,29,35,25
179,5,31,16,39,17,33
179,6,21,26,6,40,1
179,7,3,10,22,24,5
179,8,7,36,38,20,32
179,9,14,13,28,16,11
179,10,35,22,15,6,39
179,11,8,4,20,40,31
179,12,5,14,36,34,18
179,13,25,33,1,32,12
179,14,9,4,27,3,22
179,15,11,15,24,29,17
179,16,37,19,21,38,34
179,17,23,39,2,13,27
179,18,30,9,7,18,11
180,1,6,37,40,7,33
180,2,20,35,4,28,1
180,3,15,26,12,10,36
180,4,39,8,13,24,14
180,5,32,3,38,9,16
180,6,7,17,23,22,25
180,7,2,6,29,27,21
180,8,30,18,10,5,1
180,9,33,20,15,14,19
180,10,34,11,16,39,36
180,11,4,17,37,38,23
180,12,13,32,27,26,3
180,13,5,29,33,2,40
180,14,8,30,31,21,28
180,15,12,34,25,35,9
180,16,24,18,6,22,38
180,17,37,31,11,19,40
180,18,29,25,18,15,13
181,1,15,34,37,10,8
181,2,29,5,16,31,7
181,3,19,36,12,4,24
181,4,9,8,2,17,6
181,5,1,37,14,23,32
181,6,40,30,25,15,3
181,7,22,28,34,13,20
181,8,39,21,5,26,33
181,9,16,27,23,8,18
181,10,19,13,4,6,10
181,11,11,25,20,3,2
181,12,36,24,30,33,35
181,13,22,1,31,29,39
181,14,28,40,26,9,38
181,15,14,7,17,15,21
181,16,31,12,34,18,32
181,17,27,38,10,11,35
181,18,1,24,3,7,16
182,1,25,19,1,8,35
182,2,2,39,6,31,15
182,3,17,11,22,27,5
182,4,34,29,24,26,23
182,5,33,35,28,18,3
182,6,38,31,36,21,13
182,7,16,10,40,20,17
182,8,32,4,2,30,14
182,9,39,12,9,7,37
182,10,24,6,5,28,25
182,11,23,36,13,40,33
182,12,20,14,8,29,26
182,13,21,1,11,4,16
182,14,10,32,7,19,9
182,15,12,22,27,37,30
182,16,6,3,17,36,34
182,17,35,23,38,14,31
182,18,18,15,26,1,2
183,1,24,40,14,34,7
183,2,25,33,39,17,19
183,3,36,5,35,2,37
183,4,30,16,32,20,29
183,5,15,23,21,28,27
183,6,6,33,18,11,38
183,7,5,14,3,12,40
183,8,26,9,1,13,17
183,9,7,2,39,35,10
183,10,37,21,25,16,22
183,11,31,9,33,32,5
183,12,3,6,19,23,30
183,13,4,15,28,16,12
183,14,35,32,40,22,8
183,15,13,18,24,39,20
183,16,10,34,31,25,27
183,17,38,1,36,29,9
183,18,4,26,22,11,8
184,1,17,40,35,30,21
184,2,36,22,29,19,28
184,3,16,24,27,33,26
184,4,5,13,12,23,11
184,5,2,7,34,38,4
184,6,37,39,3,1,8
184,7,22,20,10,21,9
184,8,18,25,31,14,26
184,9,29,19,15,16,6
184,10,11,10,39,32,28
184,11,7,5,20,27,4
184,12,1,30,38,25,24
184,13,13,35,33,3,14
184,14,40,12,8,6,2
184,15,32,29,34,15,23
184,16,18,31,17,4,36
184,17,19,27,9,37,1
184,18,3,38,21,10,12
185,1,34,11,40,9,4
185,2,8,13,25,27,10
185,3,17,37,14,28,5
185,4,20,21,19,35,18
185,5,26,38,16,12,39
185,6,2,3,32,24,22
185,7,1,15,6,31,11
185,8,33,30,29,8,7
185,9,28,23,27,40,36
185,10,9,16,2,18,10
185,11,38,17,5,20,15
185,12,21,4,37,13,29
185,13,35,12,22,31,24
185,14,34,14,30,39,6
185,15,26,32,7,36,25
185,16,23,1,33,3,19
185,17,24,8,4,5,15
185,18,9,28,30,2,13
186,1,5,22,9,35,34
186,2,20,11,23,26,17
186,3,27,29,38,32,33
186,4,14,25,12,21,2
186,5,3,8,39,36,16
186,6,6,24,37,10,40
186,7,13,19,15,5,30
186,8,28,7,1,20,31
186,9,27,35,32,25,4
186,10,12,3,11,29,18
186,11,15,37,16,33,22
186,12,8,2,19,34,20
186,13,36,10,26,30,1
186,14,4,6,23,7,21
186,15,28,18,13,40,38
186,16,39,24,9,14,29
186,17,31,17,3,27,19
186,18,11,26,35,2,37
187,1,36,9,8,40,15
187,2,19,28,38,4,14
187,3,22,34,26,1,13
187,4,17,27,2,12,7
187,5,32,36,20,6,37
187,6,29,40,5,39,10
187,7,33,21,11,9,25
187,8,16,15,3,35,28
187,9,14,8,18,22,23
187,10,20,34,24,12,27
187,11,10,33,4,17,26
187,12,21,39,5,1,32
187,13,24,16,30,11,31
187,14,25,20,7,37,3
187,15,23,29,17,8,35
187,16,11,2,36,38,22
187,17,32,31,28,13,6
187,18,30,18,19,7,12
188,1,2,39,23,33,20
188,2,14,32,17,19,1
188,3,40,5,25,6,16
188,4,12,30,24,37,28
188,5,1,27,31,2,10
188,6,13,36,4,3,29
188,7,6,23,21,24,9
188,8,10,38,8,14,11
188,9,22,19,40,39,7
188,10,3,28,26,34,33
188,11,5,6,35,18,27
188,12,30,31,15,23,16
188,13,37,9,32,29,20
188,14,8,11,21,13,12
188,15,7,17,36,34,35
188,16,40,4,18,26,22
188,17,15,25,27,38,39
188,18,19,5,10,16,14
189,1,11,29,34,5,19
189,2,33,13,14,1,40
189,3,7,3,10,32,23
189,4,25,4,31,37,2
189,5,21,20,26,8,30
189,6,34,27,6,28,39
189,7,18,16,12,9,36
189,8,38,33,22,17,24
189,9,26,7,11,31,23
189,10,4,1,32,15,34
189,11,29,12,25,14,6
189,12,19,35,40,38,21
189,13,39,22,36,30,5
189,14,27,37,33,8,18
189,15,9,28,13,17,25
189,16,35,10,20,24,15
189,17,16,2,14,21,3
189,18,23,9,12,4,5
190,1,15,40,37,26,12
190,2,28,2,24,32,19
190,3,29,22,7,18,21
190,4,8,20,5,31,9
190,5,23,26,39,25,35
190,6,12,6,17,22,32
190,7,37,38,16,34,13
190,8,10,33,6,4,30
190,9,17,14,15,11,36
190,10,25,16,1,19,8
190,11,20,18,4,3,39
190,12,27,7,28,21,33
190,13,2,5,29,30,38
190,14,24,10,23,36,34
190,15,40,1,11,27,3
190,16,31,14,20,12,35
190,17,18,13,2,10,17
190,18,3,38,6,9,8
191,1,35,12,1,29,28
191,2,22,36,27,20,16
191,3,38,32,13,5,7
191,4,34,40,33,25,31
191,5,30,11,17,39,37
191,6,6,36,28,2,26
191,7,1,24,18,7,14
191,8,31,25,19,10,29
191,9,28,37,22,23,5
191,10,32,35,9,11,14
191,11,4,24,8,21,17
191,12,3,34,30,40,2
191,13,13,15,9,33,22
191,14,21,39,10,12,37
191,15,26,13,29,24,27
191,16,16,8,7,6,34
191,17,33,23,38,19,20
191,18,26,3,4,15,18
192,1,10,28,33,8,11
192,2,22,1,12,20,25
192,3,5,21,3,31,36
192,4,39,9,19,26,38
192,5,4,27,14,35,30
192,6,18,8,34,28,32
192,7,20,6,1,11,13
192,8,36,19,37,33,12
192,9,24,3,40,17,29
192,10,14,26,39,22,31
192,11,33,2,32,16,1
192,12,13,15,35,7,19
192,13,9,30,29,6,27
192,14,26,25,16,5,4
192,15,38,32,18,23,40
192,16,34,17,21,10,15
192,17,25,2,11,36,24
192,18,7,16,37,35,23
193,1,17,26,16,29,33
193,2,21,27,22,9,14
193,3,30,23,25,34,18
193,4,1,20,13,36,39
193,5,37,11,3,15,24
193,6,16,10,7,28,40
193,7,8,12,2,4,19
193,8,31,21,38,32,30
193,9,35,17,5,1,6
193,10,40,39,24,13,25
193,11,11,4,28,29,20
193,12,14,37,31,18,10
193,13,19,32,26,27,3
193,14,15,7,36,6,38
193,15,23,5,8,22,1
193,16,2,35,34,39,9
193,17,40,30,20,14,26
193,18,32,31,15,12,33
194,1,32,4,10,35,22
194,2,29,36,2,26,28
194,3,27,18,15,39,8
194,4,5,33,20,7,24
194,5,37,34,14,38,4
194,6,23,19,31,40,17
194,7,10,9,30,3,1
194,8,6,22,21,25,11
194,9,12,26,27,34,5
194,10,8,29,40,37,13
194,11,38,18,1,17,2
194,12,39,31,19,28,16
194,13,12,14,3,23,7
194,14,9,33,18,24,11
194,15,36,15,25,30,20
194,16,13,21,35,16,32
194,17,39,14,6,33,4
194,18,15,40,23,2,21
195,1,29,19,34,11,21
195,2,2,13,22,31,6
195,3,1,35,36,40,27
195,4,26,39,38,10,12
195,5,28,5,18,3,25
195,6,24,23,4,16,9
195,7,17,7,30,32,8
195,8,36,6,37,19,14
195,9,33,20,10,21,2
195,10,3,22,13,34,15
195,11,11,12,16,30,40
195,12,7,31,9,29,26
195,13,18,20,17,38,27
195,14,25,24,32,8,37
195,15,14,1,28,15,5
195,16,22,38,35,33,30
195,17,4,3,8,36,31
195,18,21,29,39,1,23
196,1,5,10,25,14,13
196,2,24,28,21,26,35
196,3,27,11,7,3,39
196,4,40,1,9,4,34
196,5,14,15,38,25,29
196,6,19,17,12,22,28
196,7,20,21,5,37,2
196,8,33,34,39,36,32
196,9,6,16,29,18,10
196,10,31,8,26,35,38
196,11,23,30,33,27,13
196,12,9,25,19,17,7
196,13,6,40,11,5,32
196,14,34,24,31,20,16
196,15,35,8,12,13,3
196,16,30,22,4,2,7
196,17,10,36,23,11,18
196,18,1,37,27,24,15
197,1,16,38,20,32,3
197,2,28,37,30,9,17
197,3,22,18,21,35,29
197,4,34,25,33,12,7
197,5,19,4,13,24,38
197,6,17,3,5,39,31
197,7,16,27,8,2,14
197,8,15,40,36,9,10
197,9,35,23,37,26,11
197,10,38,28,1,6,31
197,11,18,19,34,21,27
197,12,13,32,12,20,39
197,13,30,29,15,11,8
197,14,9,26,22,25,6
197,15,4,5,10,7,36
197,16,2,14,24,23,1
197,17,21,33,28,8,40
197,18,37,39,16,22,19
198,1,12,16,27,6,10
198,2,11,17,1,4,25
198,3,29,2,3,33,37
198,4,32,26,24,40,5
198,5,18,7,35,38,15
198,6,21,31,30,13,36
198,7,8,39,23,19,9
198,8,20,34,22,14,28
198,9,27,10,17,37,32
198,10,31,12,23,15,4
198,11,7,11,39,5,21
198,12,3,35,6,30,34
198,13,20,19,2,18,26
198,14,13,9,14,16,33
198,15,36,38,29,28,24
198,16,25,8,40,1,22
198,17,15,6,26,17,21
198,18,5,13,34,10,23
199,1,14,32,11,30,19
199,2,9,5,37,31,34
199,3,12,16,21,1,36
199,4,39,18,29,24,6
199,5,28,30,10,3,25
199,6,35,40,11,4,20
199,7,32,22,27,38,23
199,8,26,14,7,8,37
199,9,34,33,36,1,17
199,10,6,30,19,13,4
199,11,5,12,28,9,18
199,12,39,15,14,40,2
199,13,29,20,32,23,25
199,14,22,11,24,31,16
199,15,10,21,4,38,8
199,16,19,3,33,15,35
199,17,17,2,26,7,13
199,18,40,29,5,27,12
200,1,11,28,15,27,13
200,2,37,25,18,36,35
200,3,8,6,38,34,20
200,4,31,7,22,10,29
200,5,1,16,3,26,30
200,6,4,27,9,2,32
200,7,33,35,11,5,12
200,8,38,13,25,37,40
200,9,14,34,2,29,17
200,10,8,10,24,19,26
200,11,39,23,16,28,4
200,12,7,31,6,18,33
200,13,24,21,17,14,3
200,14,36,9,20,22,15
200,15,25,30,32,21,39
200,16,3,1,6,23,37
200,17,16,36,35,19,5
200,18,30,24,40,12,18
201,1,23,17,12,16,38
201,2,27,35,31,25,2
201,3,6,4,15,28,33
201,4,21,34,9,11,26
201,5,22,8,38,3,5
201,6,17,18,10,20,1
201,7,24,40,19,7,27
201,8,29,4,37,39,35
201,9,18,14,13,32,36
201,10,2,38,30,5,11
201,11,9,3,7,20,28
201,12,10,15,32,31,24
201,13,23,13,33,25,21
201,14,36,37,26,30,27
201,15,35,14,16,6,9
201,16,19,2,34,12,28
201,17,40,17,8,39,31
201,18,7,1,29,15,22
202,1,12,29,30,14,10
202,2,28,7,39,8,36
202,3,4,20,40,18,16
202,4,26,32,34,22,23
202,5,13,24,35,10,3
202,6,11,12,2,38,25
202,7,31,33,1,9,30
202,8,27,6,5,17,8
202,9,20,37,15,21,19
202,10,32,16,7,35,2
202,11,1,39,18,13,34
202,12,37,5,14,26,4
202,13,3,27,31,23,11
202,14,25,9,19,24,6
202,15,33,36,29,40,38
202,16,16,22,17,21,28
202,17,15,26,13,20,12
202,18,34,7,4,27,24
203,1,27,6,21,12,7
203,2,8,36,23,2,9
203,3,38,11,3,34,14
203,4,28,31,35,37,40
203,5,30,24,18,22,39
203,6,16,13,5,15,17
203,7,26,10,25,33,20
203,8,19,32,1,4,29
203,9,17,12,3,39,9
203,10,2,10,6,37,40
203,11,24,21,27,1,38
203,12,32,11,28,33,18
203,13,35,23,20,29,8
203,14,5,25,36,19,31
203,15,15,33,16,30,34
203,16,14,4,13,7,22
203,17,38,28,10,26,1
203,18,3,25,8,16,18
204,1,21,40,26,9,18
204,2,39,20,36,6,11
204,3,2,37,33,3,22
204,4,23,35,17,24,30
204,5,29,19,40,5,34
204,6,1,8,27,9,13
204,7,25,28,20,14,7
204,8,12,31,21,32,4
204,9,37,29,38,17,16
204,10,5,2,23,18,15
204,11,11,19,22,13,10
204,12,30,34,8,25,7
204,13,31,38,39,27,33
204,14,9,1,24,35,12
204,15,6,26,32,36,3
204,16,40,23,28,16,14
204,17,4,15,25,17,39
204,18,34,31,2,10,35
205,1,10,39,9,32,35
205,2,18,13,37,31,19
205,3,8,22,12,36,24
205,4,7,17,40,11,1
205,5,20,30,27,28,29
205,6,33,3,4,5,21
205,7,13,2,39,23,6
205,8,36,27,14,10,25
205,9,15,16,11,8,32
205,10,2,37,12,34,1
205,11,20,22,31,40,3
205,12,24,33,6,14,21
205,13,38,9,7,29,37
205,14,16,5,1,30,26
205,15,33,36,8,4,17
205,16,25,15,28,2,24
205,17,22,19,3,27,23
205,18,38,18,34,35,26
206,1,3,38,19,2,29
206,2,34,17,33,8,20
206,3,26,39,7,35,15
206,4,30,6,10,4,12
206,5,11,27,37,16,13
206,6,28,18,23,36,1
206,7,14,9,29,21,31
206,8,17,25,22,40,32
206,9,4,3,24,34,26
206,10,7,1,2,33,11
206,11,13,28,35,29,8
206,12,37,24,5,20,32
206,13,10,40,9,15,23
206,14,18,4,36,12,31
206,15,6,11,25,34,27
206,16,19,21,20,39,16
206,17,22,5,38,14,30
206,18,32,8,15,37,18
207,1,40,32,26,36,2
207,2,30,35,8,24,5
207,3,27,33,18,16,9
207,4,21,3,17,28,10
207,5,13,20,31,38,7
207,6,23,12,4,25,37
207,7,29,34,11,22,39
207,8,2,7,5,18,6
207,9,9,19,30,32,28
207,10,1,10,21,37,8
207,11,36,34,3,13,40
207,12,26,14,17,12,11
207,13,35,27,4,22,20
207,14,5,38,16,39,25
207,15,31,23,24,29,33
207,16,6,15,14,1,19
207,17,4,2,13,9,38
207,18,12,29,32,3,15
208,1,15,14,38,32,34
208,2,23,11,18,19,17
208,3,10,39,33,5,20
208,4,24,16,29,13,4
208,5,12,26,27,28,22
208,6,37,30,21,7,36
208,7,8,40,2,31,14
208,8,17,20,32,3,9
208,9,35,29,25,6,1
208,10,7,12,10,38,23
208,11,39,24,2,21,28
208,12,33,26,19,8,40
208,13,22,9,11,36,16
208,14,31,13,30,6,3
208,15,5,37,34,10,28
208,16,21,35,25,18,40
208,17,20,1,23,11,4
208,18,27,30,15,17,29
209,1,28,6,37,11,31
209,2,3,36,14,27,39
209,3,40,7,16,10,19
209,4,20,8,12,24,6
209,5,29,25,18,26,22
209,6,1,5,32,13,21
209,7,9,17,35,33,37
209,8,30,23,20,14,2
209,9,11,10,6,38,24
209,10,34,31,22,15,16
209,11,28,4,40,39,12
209,12,14,32,33,7,35
209,13,25,29,9,3,5
209,14,26,23,13,2,17
209,15,36,21,35,19,38
209,16,39,22,1,37,15
209,17,18,34,7,30,8
209,18,38,4,28,40,27
210,1,30,15,40,38,33
210,2,32,17,36,6,22
210,3,29,31,26,2,16
210,4,24,18,3,7,14
210,5,12,22,19,33,13
210,6,6,40,20,5,27
210,7,1,35,8,31,11
210,8,19,21,15,34,9
210,9,23,38,14,28,37
210,10,22,29,10,4,36
210,11,40,12,39,35,30
210,12,8,27,13,25,9
210,13,16,6,23,20,34
210,14,15,28,31,17,19
210,15,24,36,7,1,5
210,16,3,26,37,18,4
210,17,33,32,11,2,10
210,18,21,25,39,23,30
211,1,32,30,29,34,28
211,2,4,19,6,17,7
211,3,39,9,14,26,11
211,4,31,20,12,1,38
211,5,36,35,27,15,23
211,6,10,16,21,8,3
211,7,2,24,28,22,25
211,8,18,13,5,29,32
211,9,19,11,30,20,37
211,10,9,7,40,23,6
211,11,16,1,26,27,33
211,12,25,3,38,12,36
211,13,39,2,22,8,18
211,14,31,5,4,21,15
211,15,35,13,17,10,14
211,16,34,37,24,40,33
211,17,7,28,1,3,39
211,18,27,14,20,21,29
212,1,22,38,9,30,10
212,2,6,8,12,32,21
212,3,13,26,7,24,20
212,4,11,15,2,35,3
212,5,17,40,29,23,5
212,6,14,1,4,16,25
212,7,18,10,39,19,27
212,8,37,30,31,9,36
212,9,28,34,13,11,12
212,10,21,8,38,15,26
212,11,33,3,23,19,22
212,12,37,18,16,25,32
212,13,29,20,36,1,2
212,14,17,39,34,31,24
212,15,5,33,28,6,35
212,16,40,21,36,14,13
212,17,7,16,32,4,27
212,18,11,18,15,24,12
213,1,35,23,34,26,21
213,2,15,39,25,6,33
213,3,8,4,10,29,11
213,4,19,2,5,12,9
213,5,27,31,24,32,23
213,6,36,28,30,16,26
213,7,20,17,3,18,40
213,8,38,37,22,13,6
213,9,34,10,1,25,31
213,10,14,5,26,19,8
213,11,4,9,18,30,2
213,12,16,24,35,38,17
213,13,10,11,15,7,20
213,14,12,33,29,22,14
213,15,32,39,13,40,1
213,16,9,19,28,36,24
213,17,2,27,21,37,17
213,18,3,14,25,31,7
214,1,1,18,33,14,19
214,2,5,7,11,22,21
214,3,34,3,27,37,39
214,4,25,30,26,13,17
214,5,23,10,8,28,18
214,6,20,32,19,9,35
214,7,29,12,2,15,7
214,8,5,33,4,27,36
214,9,13,21,23,3,30
214,10,38,6,16,39,29
214,11,14,24,31,26,10
214,12,3,25,9,28,20
214,13,30,22,40,1,35
214,14,15,32,8,5,38
214,15,12,36,17,4,34
214,16,21,2,16,20,24
214,17,40,31,18,11,13
214,18,26,37,6,8,23
215,1,19,27,10,5,25
215,2,37,4,7,35,39
215,3,9,8,12,16,14
215,4,2,40,34,24,13
215,5,6,22,21,31,18
215,6,26,1,3,29,15
215,7,17,33,38,20,30
215,8,11,25,23,32,36
215,9,7,40,27,12,28
215,10,1,34,6,4,9
215,11,18,5,35,20,26
215,12,10,17,2,3,32
215,13,23,38,31,19,16
215,14,36,13,37,33,29
215,15,22,28,15,24,8
215,16,39,14,30,11,5
215,17,31,12,32,33,21
215,18,27,9,22,26,17
216,1,35,3,8,13,4
216,2,33,26,7,21,28
216,3,30,15,6,10,40
216,4,4,20,39,31,2
216,5,8,29,17,25,11
216,6,24,38,19,1,3
216,7,37,7,16,32,22
216,8,14,36,27,34,35
216,9,25,15,20,18,12
216,10,21,31,9,2,38
216,11,28,5,1,17,37
216,12,16,11,33,36,24
216,13,29,23,22,10,34
216,14,18,30,14,27,6
216,15,32,19,26,40,39
216,16,13,23,5,9,12
216,17,28,6,35,16,2
216,18,4,32,24,30,1
217,1,15,20,37,14,22
217,2,32,35,11,21,4
217,3,8,30,34,7,19
217,4,12,16,13,39,10
217,5,17,18,36,28,31
217,6,24,25,37,40,9
217,7,27,6,11,38,26
217,8,7,1,33,23,2
217,9,20,36,32,34,10
217,10,35,12,31,29,19
217,11,6,39,5,24,3
217,12,33,4,18,25,38
217,13,22,27,1,2,8
217,14,23,14,17,15,7
217,15,11,16,3,5,40
217,16,9,34,21,18,29
217,17,10,37,30,12,1
217,18,26,13,4,28,25
218,1,26,9,10,39,33
218,2,34,22,35,25,5
218,3,19,21,40,4,1
218,4,38,13,36,7,20
218,5,31,27,15,16,30
218,6,33,29,24,8,23
218,7,11,28,14,37,32
218,8,3,17,12,39,18
218,9,2,19,25,36,6
218,10,10,8,20,35,31
218,11,16,38,28,5,34
218,12,29,24,7,27,13
218,13,37,11,19,9,15
218,14,1,32,17,6,18
218,15,40,4,23,22,14
218,16,8,2,39,30,36
218,17,5,26,12,17,31
218,18,25,7,9,3,21
219,1,12,37,19,20,13
219,2,5,10,2,33,27
219,3,24,25,26,11,30
219,4,23,35,39,1,28
219,5,3,36,4,15,22
219,6,34,16,18,7,31
219,7,21,23,5,30,20
219,8,32,17,9,8,14
219,9,36,21,38,37,10
219,10,27,3,11,23,19
219,11,9,29,40,35,16
219,12,15,28,6,13,21
219,13,17,20,33,34,25
219,14,7,26,22,12,32
219,15,4,31,2,14,5
219,16,24,18,8,1,37
219,17,39,6,29,38,40
219,18,13,22,30,17,16
220,1,40,10,3,29,14
220,2,16,6,36,26,23
220,3,22,33,18,11,35
220,4,1,9,38,15,27
220,5,2,30,34,12,19
220,6,31,39,7,17,37
220,7,32,10,24,21,25
220,8,13,8,20,4,6
220,9,36,5,1,18,29
220,10,40,2,37,26,15
220,11,16,14,25,33,12
220,12,39,34,13,27,11
220,13,28,5,32,8,38
220,14,36,19,29,35,7
220,15,18,24,10,23,4
220,16,20,1,21,6,17
220,17,22,11,31,9,28
220,18,35,3,30,32,33
221,1,5,24,20,22,39
221,2,25,31,27,40,8
221,3,38,12,34,23,3
221,4,2,35,11,10,17
221,5,13,32,14,19,18
221,6,1,21,16,29,39
221,7,6,33,9,7,37
221,8,26,15,4,36,40
221,9,14,38,35,24,28
221,10,34,1,22,2,32
221,11,12,18,27,30,21
221,12,19,16,3,6,8
221,13,39,9,33,36,13
221,14,25,7,15,5,23
221,15,4,11,29,37,34
221,16,27,20,28,10,26
221,17,19,17,36,31,24
221,18,30,40,38,11,7
222,1,28,2,33,18,15
222,2,29,30,32,31,6
222,3,37,4,16,9,5
222,4,8,12,14,11,36
222,5,18,34,26,3,20
222,6,38,39,19,22,25
222,7,35,15,10,13,1
222,8,20,29,24,27,9
222,9,23,7,31,33,8
222,10,6,22,21,34,14
222,11,10,28,19,4,16
222,12,35,37,17,25,27
